strata,patch,time,R_eff
1,1,1,3.3333018169093998
2,1,1,5.253289617887926
3,1,1,2.606876501110844
1,2,1,3.3333572716364936
2,2,1,5.253253357894006
3,2,1,2.6069082981639826
1,3,1,3.3333461769963106
2,3,1,5.253264229434036
3,3,1,2.606887383153003
1,4,1,3.333363909005688
2,4,1,5.253261946517525
3,4,1,2.6069133483361684
1,5,1,3.333307108639647
2,5,1,5.253226781890388
3,5,1,2.6068778708442326
1,1,2,3.3332607954196862
2,1,2,5.253241356728494
3,1,2,2.606850838499033
1,2,2,3.33332656820317
2,2,2,5.253199068925932
3,2,2,2.606887232218348
1,3,2,3.333313556301121
2,3,2,5.253211624468324
3,3,2,2.606864933790169
1,4,2,3.333335053258196
2,4,2,5.253209361046154
3,4,2,2.6068935581422656
1,5,2,3.333266963767403
2,5,2,5.253168883505699
3,5,2,2.6068521890644782
1,1,3,3.33320902387565
2,1,3,5.253179247490515
3,1,3,2.6068185222680205
1,2,3,3.333286461961105
2,2,3,5.253130115198784
3,2,3,2.606859970714198
1,3,3,3.3332713370910385
2,3,3,5.2531445640523
3,3,3,2.606836291414295
1,4,3,3.333297215987559
2,4,3,5.2531423783567615
3,4,3,2.606867820687594
1,5,3,3.3332161558965976
2,5,3,5.253095933537658
3,5,3,2.606819823554616
1,1,4,3.33314345246631
2,1,4,5.253099226632744
3,1,4,2.6067776483072276
1,2,4,3.3332341520685502
2,2,4,5.253042267696652
3,2,4,2.606824700424526
1,3,4,3.3332166947269415
2,3,4,5.253058862353287
3,3,4,2.606799647631371
1,4,4,3.3332476898760035
2,4,4,5.253056824732179
3,4,4,2.6068343740267883
1,5,4,3.3331516490592703
2,5,4,5.253003625586878
3,5,4,2.6067788640110368
1,1,5,3.333060311247966
2,1,5,5.252996211460679
3,1,5,2.6067258559846964
1,2,5,3.3331661154367804
2,2,5,5.252930267252868
3,2,5,2.6067791529622317
1,3,5,3.333146081971312
2,3,5,5.252949304567732
3,3,5,2.6067527298200455
1,4,5,3.33318305673203
2,4,5,5.252947500513355
3,4,5,2.60679100644546
1,5,5,3.333069686002344
2,5,5,5.252886621751011
3,5,5,2.606726943709068
1,1,6,3.3329548626472327
2,1,6,5.252863763233476
3,1,6,2.6066601762504757
1,2,6,3.333077873846455
2,2,6,5.252787483022597
3,2,6,2.606720454776774
1,3,6,3.333054997665424
2,3,6,5.2528093071729955
3,3,6,2.606692658272745
1,4,6,3.3330989582789874
2,4,6,5.252807840444932
3,4,6,2.6067349081367883
1,5,6,3.332965541612637
2,5,6,5.252738208536043
3,5,6,2.606661086943682
1,1,7,3.3328211049312717
2,1,7,5.252693675518609
3,1,7,2.6065768448530147
1,2,7,3.3329637090963122
2,2,7,5.252605493673504
3,2,7,2.6066449439317094
1,3,7,3.3329377016027206
2,3,7,5.252630501083013
3,3,7,2.606615765880126
1,4,7,3.33298981590371
2,4,7,5.252629497486522
3,4,7,2.6066624904914293
1,5,7,3.332833226960376
2,5,7,5.252549874977851
3,5,7,2.6065775216901588
1,1,8,3.3326514168108448
2,1,8,5.252475474450614
3,1,8,2.6064710767427144
1,2,8,3.3328163157583357
2,2,8,5.252373580771851
3,2,8,2.60654794781487
1,3,8,3.3327868669233394
2,3,8,5.252402226723949
3,3,8,2.6065173768396552
1,4,8,3.33284848790635
2,4,8,5.252401838699901
3,4,8,2.6065691662982777
1,5,8,3.332665134177095
2,5,8,5.252310803394717
3,5,8,2.6064714535881057
1,1,9,3.332436117689382
2,1,9,5.252195796653793
3,1,9,2.6063367866358154
1,2,9,3.332626367963683
2,2,9,5.252078100300956
3,2,9,2.6064235065448975
1,3,9,3.3325931467283705
2,3,9,5.252110907037641
3,3,9,2.606391530315612
1,4,9,3.332665840753761
2,4,9,5.252111319113351
3,4,9,2.606449075557813
1,5,9,3.332451596861227
2,5,9,5.2520072386184715
3,5,9,2.606336786176132
1,1,10,3.3321629149307856
2,1,10,5.251837603971181
3,1,10,2.6061662374135146
1,2,10,3.332381972527429
2,2,10,5.251701691133059
3,2,10,2.606264023825807
1,3,10,3.3323446272741224
2,3,10,5.251739257344635
3,3,10,2.606230631370827
1,4,10,3.3324302069345633
2,4,10,5.251740692526494
3,4,10,2.606294738808579
1,5,10,3.3321803374335577
2,5,10,5.251621694395667
3,5,10,2.6061657689883133
1,1,11,3.331816206357965
2,1,11,5.251379188529771
3,1,11,2.6059495954706673
1,2,11,3.332067977086085
2,2,11,5.251222273615709
3,2,11,2.6060598245226063
1,3,11,3.3320261364219927
2,3,11,5.251265285325842
3,3,11,2.6060250086869643
1,4,11,3.332126698327106
2,4,11,5.251268012564414
3,4,11,2.6060966173954037
1,5,11,3.331835769665118
2,5,11,5.251131949994675
3,5,11,2.6059485525796267
1,1,12,3.331376200951669
2,1,12,5.250792913248992
3,1,12,2.6056743684095607
1,2,12,3.3316650964443846
2,2,12,5.250611783104752
3,2,12,2.605798594498514
1,3,12,3.3316183705290006
2,3,12,5.250661026023263
3,3,12,2.6057623546959543
1,4,12,3.331736338413574
2,4,12,5.250665368917524
3,4,12,2.605842556327271
1,5,12,3.331398119349902
2,5,12,5.250509781754357
3,5,12,2.6056726258489786
1,1,13,3.330817813509529
2,1,13,5.250043621212484
3,1,13,2.605324695306608
1,2,13,3.331148812943397
2,2,13,5.249834571712708
3,2,13,2.605464673031127
1,3,13,3.3310967955841875
2,3,13,5.24989094516421
3,3,13,2.6054270184536894
1,4,13,3.3312349691989485
2,4,13,5.249897292092071
3,4,13,2.6055170801007925
1,5,13,3.3308423188810328
2,5,13,5.249719362790949
3,5,13,2.6053221058753517
1,1,14,3.3301092804201775
2,1,14,5.24908663281734
3,1,14,2.604880453315771
1,2,14,3.3304879979015576
2,2,14,5.248845397150438
3,2,14,2.605038161597913
1,3,14,3.3304302696468957
2,3,14,5.248909929693208
3,3,14,2.604999115038449
1,4,14,3.330591879853959
2,4,14,5.248918745563969
3,4,14,2.6051005052992955
1,5,14,3.3301366228790257
2,5,14,5.248715249735102
3,5,14,2.6048768440268035
1,1,15,3.3292104344304305
2,1,15,5.247865232889789
3,1,15,2.6043161368530314
1,2,15,3.3296431917497027
2,2,15,5.247586900923464
3,2,15,2.6044938052432216
1,3,15,3.329579324222904
2,3,15,5.247660767752236
3,3,15,2.6044534076761616
1,4,15,3.3297680945850106
2,4,15,5.247672607574025
3,4,15,2.6045678261653054
1,5,15,3.329240882738511
2,5,15,5.247439858799342
3,5,15,2.6043113045876294
1,1,16,3.3280705673526145
2,1,16,5.246307531811937
3,1,16,2.6035994573612693
1,2,16,3.3285644713799174
2,2,16,5.245986460120024
3,2,16,2.603799594438007
1,3,16,3.328494033118751
2,3,16,5.246071002297441
3,3,16,2.6037579104958866
1,4,16,3.328714248020266
2,4,16,5.246086526735842
3,4,16,2.603887321003724
1,5,16,3.328104409024093
2,5,16,5.245820315498247
3,5,16,2.6035931639080054
1,1,17,3.3266258027024023
2,1,17,5.244322566493289
3,1,17,2.602689603244703
1,2,17,3.327188826065977
2,2,17,5.243952278969262
3,2,17,2.602915026873158
1,3,17,3.327111390151145
2,3,17,5.244049024447359
3,3,17,2.6028721513491795
1,4,17,3.327367969081444
2,4,17,5.244069017513203
3,4,17,2.603018818748699
1,5,17,3.3266633436848805
2,5,17,5.243764544338612
3,5,17,2.6026815696756147
1,1,18,3.3247958979000978
2,1,18,5.241795491115414
3,1,18,2.6015350919775577
1,2,18,3.3254369607032994
2,2,18,5.241368570646981
3,2,18,2.6017889609721143
1,3,18,3.325352114467927
2,3,18,5.241479256911785
3,3,18,2.6017450264669977
1,4,18,3.325650691482192
2,4,18,5.241504645846091
3,4,18,2.601911557294784
1,5,18,3.3248374616967475
2,5,18,5.241156449162172
3,5,18,2.601524992332163
1,1,19,3.322480401936198
2,1,19,5.238581697891688
3,1,19,2.600071141280597
1,2,19,3.3232094510815258
2,2,19,5.238089670390609
3,2,19,2.600356987710765
1,3,19,3.323116808180363
2,3,19,5.23821626837642
3,3,19,2.6003121735191885
1,4,19,3.3234638146695143
2,4,19,5.238248145685434
3,4,19,2.6005015598882752
1,5,19,3.3225263280078057
2,5,19,5.237850025490513
3,5,19,2.6000585955583464
1,1,20,3.3195541150358436
2,1,20,5.234499710571817
3,1,20,2.5982164861515553
1,2,20,3.3203821961995033
2,2,20,5.233932923818486
3,2,20,2.5985382471211054
1,3,20,3.3202814112672576
2,3,20,5.234077662478776
3,3,20,2.5984927894115635
1,4,20,3.3206841589623646
2,4,20,5.234117309896487
3,4,20,2.598708455521535
1,5,20,3.319604756297936
2,5,20,5.233662249155648
3,5,20,2.5982010526592942
1,1,21,3.3158618392906423
2,1,21,5.229322716377325
3,1,21,2.595869576989015
1,2,21,3.3168011547391965
2,2,21,5.228670217717812
3,2,21,2.596231624190579
1,3,21,3.3166919407661757
2,3,21,5.22883560829404
3,3,21,2.596185827465184
1,4,21,3.317158700345349
2,4,21,5.228884522198559
3,4,21,2.596431677433261
1,5,21,3.3159175585033402
2,5,21,5.2283646089830675
3,5,21,2.595850744156973
1,1,22,3.311212481741556
2,1,22,5.222768655790725
3,1,22,2.5929041155487553
1,2,22,3.3122764251038848
2,2,22,5.22201807474952
3,2,22,2.593311280247784
1,3,22,3.3121585734893535
2,3,22,5.222206933342233
3,3,22,2.593265529968591
1,4,22,3.312698642285637
2,4,22,5.222266850815256
3,4,22,2.5935459949973962
1,5,22,3.3112736465852883
2,5,22,5.22167320559402
3,5,22,2.592881293420247
1,1,23,3.3053726806783086
2,1,23,5.214488884846039
3,1,23,2.5891639247957543
1,2,23,3.306575837732773
2,2,23,5.213626329153355
3,2,23,2.5896215151480932
1,3,23,3.306449240734677
2,3,23,5.213841795681843
3,3,23,2.589576291280598
1,4,23,3.3070729910256187
2,4,23,5.213914719978575
3,4,23,2.5898963733096823
1,5,23,3.305439657325674
2,5,23,5.213237434124491
3,5,23,2.5891364365140803
1,1,24,3.298060272078134
2,1,24,5.204055568602665
3,1,24,2.584457209403473
1,2,24,3.299418375048831
2,2,24,5.203065544822741
3,2,24,2.584971016213693
1,3,24,3.2992830500446373
2,3,24,5.203311095895897
3,3,24,2.584926907269227
1,4,24,3.3000019475951534
2,4,24,5.203399319608802
3,4,24,2.585292215274032
1,5,24,3.298133417119915
2,5,24,5.202627412985277
3,5,24,2.5844242831612214
1,1,25,3.2889380816645084
2,1,25,5.190948154768248
3,1,25,2.5785503453181935
1,2,25,3.2904679041362366
2,2,25,5.189813527338858
3,2,25,2.579126631596776
1,3,25,3.290324018788194
2,3,25,5.190092980018377
3,3,25,2.5790843485674118
1,4,25,3.2911506003169277
2,4,25,5.190199103724553
3,4,25,2.579501122672128
1,5,25,3.2890177323321232
2,5,25,5.189320510950556
3,5,25,2.5785111073889913
1,1,26,3.2776086803259603
2,1,26,5.174539492351468
3,1,26,2.571161431664417
1,2,26,3.2793278615143824
2,2,26,5.173241496946122
3,2,26,2.5718069007711026
1,3,26,3.2791757586829715
2,3,26,5.1735589999599245
3,3,26,2.5717672901685993
1,4,26,3.28012355752737
2,4,26,5.173685943721312
3,4,26,2.5722424078831096
1,5,26,3.277695143070248
2,5,26,5.172687540068528
3,5,26,2.571114901286536
1,1,27,3.263610808027085
2,1,27,5.154082357817348
3,1,27,2.561953928685949
1,2,27,3.265537599428497
2,2,27,5.152600686054704
3,2,27,2.5626756655792464
1,3,27,3.2653778206289275
2,3,27,5.152960694808
3,3,27,2.5626397206456986
1,4,27,3.266461232858621
2,4,27,5.153111699635073
3,4,27,2.5631806789905927
1,5,27,3.2637043456450807
2,5,27,5.151979378182545
3,5,27,2.561899015687171
1,1,28,3.2464180654307695
2,1,28,5.12869727043455
3,1,28,2.5505307664084884
1,2,28,3.2485709997022014
2,2,28,5.127010242909448
3,2,28,2.55133614659951
1,3,28,3.2484043061756105
2,3,28,5.127417474675283
3,3,28,2.5513050156725834
1,4,28,3.2496383949535264
2,4,28,5.12759609101068
3,4,28,2.5519198828063363
1,5,28,3.24651888303809
2,5,28,5.126314902566274
3,5,28,2.55046627253413
1,1,29,3.225440125209326
2,1,29,5.097362474808513
3,1,29,2.5364293203368846
1,2,29,3.2278376148665657
2,2,29,5.095447318730619
3,2,29,2.537325881429013
1,3,29,3.2276650059693366
2,3,29,5.095906684568677
3,3,29,2.537300872400258
1,4,29,3.2290652489975966
2,4,29,5.096116744909699
3,4,29,2.537998202471963
1,5,29,3.2255483553819
2,5,29,5.094671111667634
3,5,29,2.536353945273505
1,1,30,3.2000261529286393
2,1,30,5.058906870794764
3,1,30,2.5191176214160187
1,2,30,3.202686031600181
2,2,30,5.05674011865055
3,2,30,2.520112892231409
1,3,30,3.202508761017802
2,3,30,5.057256628602628
3,3,30,2.5200954719483906
1,4,30,3.2040907515129584
2,4,30,5.057502201290003
3,4,30,2.5208841768102848
1,5,30,3.2001418402382664
2,5,30,5.055876215198968
3,5,30,2.519029974538939
1,1,31,3.169469546993753
2,1,31,5.012006636748317
3,1,31,2.497992158717926
1,2,31,3.172408564004832
2,2,31,5.009564665319854
3,2,31,2.4990934404944514
1,3,31,3.172228154822292
2,3,31,5.010143302869274
3,3,31,2.4990852276874436
1,4,31,3.1740072663606154
2,4,31,5.010428623432286
3,4,31,2.4999743981406555
1,5,31,3.169592631941407
2,5,31,5.008606442079156
3,5,31,2.497890777716393
1,1,32,3.1330128722143034
2,1,32,4.955186594927651
3,1,32,2.47237775582305
1,2,32,3.1362461391944723
2,2,32,4.952446330806142
3,2,32,2.4735918485950377
1,3,32,3.1360643985247347
2,3,32,4.953091891264925
3,3,32,2.4735945983383103
1,4,32,3.138055414769972
2,4,32,4.953421266270135
3,4,32,2.4745932652971736
1,5,32,3.133143174309978
2,5,32,4.951387623400645
3,5,32,2.4722611336530997
1,1,33,3.0898523414818686
2,1,33,4.8868282557175355
3,1,33,2.4415303623212767
1,2,33,3.0933927093681635
2,2,33,4.8837680825243925
3,2,33,2.4428632278808156
1,3,33,3.093211741695453
2,3,33,4.884484968291233
3,3,33,2.4428788047503582
1,4,33,3.0954284339436566
2,4,33,4.884862644622188
3,4,33,2.4439956274829107
1,5,33,3.089989541093851
2,5,33,4.882603498054455
3,5,33,2.441396984400805
1,1,34,3.039142484862054
2,1,34,4.805187943535082
3,1,34,2.404644210189825
1,2,34,3.042999809255825
2,2,34,4.801788852286946
3,2,34,2.406100562380399
1,3,34,3.042822025115557
2,3,34,4.802580816881169
3,3,34,2.4061308985891707
1,4,34,3.045276640098259
2,4,34,4.803010807673504
3,4,34,2.407373764602999
1,5,34,3.039286103631021
2,5,34,4.800514150831063
3,5,34,2.404492604233946
1,1,35,2.980003356202336
2,1,35,4.708430057387621
3,1,35,2.3608654942763745
1,2,35,2.9841835998136217
2,2,35,4.704677077797431
3,2,35,2.362448309709162
1,3,35,2.9840117137267974
2,3,35,4.705546911672525
3,3,35,2.36249534399605
1,4,35,2.9867143212225233
2,4,35,4.7060327700288225
3,4,35,2.363870865542521
1,5,35,2.980152736360366
2,5,35,4.703289629938894
3,5,35,2.360694295393618
1,1,36,2.911534067108696
2,1,36,4.594681708362118
3,1,36,2.3093152886271304
1,2,36,2.916038197864419
2,2,36,4.590565639760077
3,2,36,2.311025237772452
1,3,36,2.915875207526368
2,3,36,4.5915147952771935
3,3,36,2.3110908310849396
1,4,36,2.918832859972951
2,4,36,4.59205932945996
3,4,36,2.3126037287381
1,5,36,2.9116883508839644
2,5,36,4.589064960154706
3,5,36,2.3091233219507794
1,1,37,2.8328370370969655
2,1,37,4.462115142687702
3,1,37,2.2491245643365603
1,2,37,2.8376597092718847
2,2,37,4.457634566792486
3,2,37,2.2509593748502787
1,3,37,2.8375088473730634
2,3,37,4.458662727748147
3,3,37,2.2510452001271886
1,4,37,2.8407245229921614
2,4,37,4.459267657224662
3,4,37,2.252697575442316
1,5,37,2.8329951483438975
2,5,37,4.4560229119055315
3,5,37,2.2489109463304344
1,1,38,2.743057010892155
2,1,38,4.309063234614816
3,1,38,2.179483794631438
1,2,38,2.7481850579497173
2,2,38,4.304226739806178
3,2,38,2.1814375752977866
1,3,38,2.748049708595869
2,3,38,4.3053313522576095
3,3,38,2.18154498101722
1,4,38,2.7515210407271065
2,4,38,4.305996912648151
3,4,38,2.183335497824082
1,5,38,2.7432176419939753
2,5,38,4.302509741702265
3,5,38,2.1792480521872135
1,1,39,2.6414379110152932
2,1,39,4.134170835177574
3,1,39,2.0997086577045807
1,2,39,2.646848726276898
2,2,39,4.128999315353956
3,2,39,2.1017712316270356
1,3,39,2.6467322994937215
2,3,39,4.130175110649521
3,3,39,2.1019010822996584
1,4,39,2.6504501325114314
2,4,39,4.130899627100767
3,4,39,2.103824099249916
1,5,39,2.641599518869628
2,5,39,4.127186603745848
3,5,39,2.0994508612156
1,1,40,2.5273992418379128
2,1,40,3.9365807268191344
3,1,40,2.009321690922982
1,2,40,2.5330591747015783
2,2,40,3.931109539719192
3,2,40,2.0114780094139104
1,3,40,2.5329649349870045
2,3,40,3.9323480970189926
3,3,40,2.0116305109581916
1,4,40,2.5369117899158184
2,4,40,3.933127559609577
3,4,40,2.0136752358800405
1,5,40,2.527560057315327
2,5,40,3.9292152824663615
3,5,40,2.0090425936942182
1,1,41,2.400631976900912
2,1,41,3.7161470162922043
3,1,41,1.9081472580189935
1,2,41,2.4064949298638827
2,2,41,3.7104277010574482
3,2,41,1.9103769900711145
1,3,41,2.4064257787280594
2,3,41,3.7117171140899217
3,3,41,1.9105515139920723
1,4,41,2.41057436192978
2,4,41,3.7125448050271763
3,4,41,1.9127012819725273
1,5,41,2.400790032478628
2,5,41,3.708470970828528
3,5,41,1.9078484297630651
1,1,42,2.2612112290528725
2,1,42,3.4736606855766703
3,1,42,1.7964137203901414
1,2,42,2.2672177049184246
2,2,42,3.4677618583611545
3,2,42,1.798691132945562
1,3,42,2.2671759236705857
2,3,42,3.4690865872555454
3,3,42,1.7988860600931065
1,4,42,2.271487872155977
2,4,42,3.469952826173354
3,4,42,1.8011178685095413
1,5,42,2.2613644091665104
2,5,42,3.4657667139150705
3,5,42,1.7960976575112788
1,1,43,2.109718982768206
2,1,43,3.211061860360058
3,1,43,1.674852292757014
1,2,43,2.115795896221776
2,2,43,3.205068850785245
3,2,43,1.6771465479292529
1,3,43,2.1157828646336383
2,3,43,3.206409850083927
3,3,43,1.6773591593487025
1,4,43,2.12020798909051
2,4,43,3.2073019371886393
3,4,43,1.6796436174629104
1,5,43,2.10986510044098
2,5,43,3.203064011597794
3,5,43,1.6745224834069086
1,1,44,1.9473644175768974
2,1,44,2.931602270889659
3,1,44,1.544777146794227
1,2,44,1.9534260340306437
2,2,44,2.9256150629773456
3,2,44,1.5470531347415968
1,3,44,1.9534419529367402
2,3,44,2.9269502746987404
3,3,44,1.5472795819155154
1,4,44,1.9579183025291058
2,4,44,2.92785271610022
3,4,44,1.5495814392959166
1,5,44,1.9475013186293277
2,5,44,2.923633064771092
3,5,44,1.5444380656325145
1,1,45,1.776082106849777
2,1,45,2.639911944589358
3,1,45,1.4081269446992362
1,2,45,1.7820324741025195
2,2,45,2.6340410833470354
3,2,45,1.4103467344128349
1,3,45,1.7820761340968967
2,3,45,2.635346361092506
3,3,45,1.4105821213339964
1,4,45,1.7865312409007672
2,4,45,2.6362414488043684
3,4,45,1.4128615141906997
1,5,45,1.7762077990544554
2,5,45,2.6321168399940125
3,5,45,1.4077839528195875
1,1,46,1.598580914479318
2,1,46,2.341920641815328
3,1,46,1.2674459037190426
1,2,46,1.6043180675392654
2,2,46,2.3362809987224584
3,2,46,1.2695708194477011
1,3,46,1.6043867181552767
2,3,46,2.337531477845423
3,3,46,1.2698094212874824
1,4,46,1.6087403457998608
2,4,46,2.3384002608098213
3,4,46,1.272023904482687
1,5,46,1.598693713285227
2,5,46,2.334449771834571
3,5,46,1.2671050355275775
1,1,47,1.4183115065292025
2,1,47,2.044592460038071
3,1,47,1.1257850653581807
1,2,47,1.423733508582987
2,2,47,2.039295133781324
3,2,47,1.1277782814363864
1,3,47,1.4238228866323281
2,3,47,2.0404669808459532
3,3,47,1.128013906479246
1,4,47,1.4279914616878269
2,4,47,2.0412905983083296
3,4,47,1.1301212132843905
1,5,47,1.418410181968297
2,5,47,2.0375900267414764
3,5,47,1.1254526981344983
1,1,48,1.2393223861983163
2,1,48,1.7554565967942803
3,1,48,0.9865139815760653
1,2,48,1.2443348944916517
2,2,48,1.7505997275207457
3,2,48,0.9883433846665133
1,3,48,1.244439458850454
2,3,48,1.751672097271566
3,3,48,0.9885698574295284
1,4,48,1.2483420691732265
2,4,48,1.7524333556971174
3,4,48,0.9905311562906428
1,5,48,1.239406288852727
2,5,48,1.749048962963469
3,5,48,0.9861964052317513
1,1,49,1.065988154311615
2,1,49,1.4819602035175754
3,1,49,0.8530505216684103
1,2,49,1.070512699223654
2,2,49,1.4776199928124452
3,2,49,0.8546914485334642
1,3,49,1.0706260859789196
2,3,49,1.4785769156526465
3,3,49,0.854903156846736
1,4,49,1.074191494652293
2,4,49,1.4792618927603103
3,4,49,0.8566863868730058
1,5,49,1.0660572944363231
2,5,49,1.4762443684124238
3,5,49,0.8527534530162275
1,1,50,0.9026220294054854
2,1,50,1.230724662164557
3,1,50,0.7285398625712032
1,2,50,0.9066036903926926
2,2,50,1.2269482322129501
3,2,50,0.7299772347354264
1,3,50,0.9067193475411723
2,3,50,1.227780088357764
3,3,50,0.7301696520501544
1,4,50,0.9098929826940867
2,4,50,1.2283794758524034
3,4,50,0.731752377224738
1,5,50,0.9026770856934769
2,5,50,1.2257592264234154
3,5,50,0.7282679734093772
1,1,51,0.7530239416194271
2,1,51,1.0068380525390548
3,1,51,0.615536492084715
1,2,51,0.7564368126613047
2,2,51,1.00363973050163
3,2,51,0.6167658935321723
1,3,51,0.7565487106839158
2,3,51,1.0043439826564098
3,3,51,0.6169359740296947
1,4,51,0.7592982364129228
2,4,51,1.0048538739271073
3,4,51,0.6183071759664627
1,5,51,0.7530661869067242
2,5,51,1.0026386903485431
3,5,51,0.615293033586568
1,1,52,0.6200527346444523
2,1,52,0.8133395306171262
3,1,52,0.5157551519031714
1,2,52,0.6229017376531834
2,2,52,0.8107015687294068
3,2,52,0.5167825670101074
1,3,52,0.6230050073113872
2,3,52,0.8112825505669569
3,3,52,0.5169289276482529
1,4,52,0.6253230941466612
2,4,52,0.8117044704021859
3,4,52,0.5180893145626786
1,5,52,0.6200838842218516
2,5,52,0.8098802244312895
3,5,52,0.5155417496215307
1,1,53,0.5053261529103601
2,1,53,0.6510239448416593
3,1,53,0.42994854805052485
1,2,53,0.5076444975657783
2,2,53,0.6489016516466275
3,2,53,0.43078877281983396
1,3,53,0.5077358475893564
2,3,53,0.6493694282585225
3,3,53,0.43091162520571863
1,4,53,0.5096392938252807
2,4,53,0.6497095808832285
3,4,53,0.4318723624986932
1,5,53,0.5053481617644878
2,5,53,0.648243896119653
3,5,53,0.4297652090026405
1,1,54,0.4091290193464146
2,1,54,0.5186144317002913
3,1,54,0.35793904414640904
1,2,54,0.4109717579613885
2,2,54,0.5169445283902255
3,2,54,0.3586131132806781
1,3,54,0.4110495843186965
2,3,54,0.5173130868039592
3,3,54,0.35871397469401906
1,4,54,0.4125749029599973
2,4,54,0.5175810087527662
3,4,54,0.35949414214462067
1,5,54,0.409143869212886
2,5,54,0.5164290731638649
3,5,54,0.3577843676720063
1,1,55,0.3305499731298293
2,1,55,0.41324363756959637
3,1,55,0.29878802555082906
1,2,55,0.3319852057626941
2,2,55,0.4119538471602988
3,2,55,0.2993202308488597
1,3,55,0.3320494007035317
2,3,55,0.4122390402090194
3,3,55,0.2994015008812412
1,4,55,0.33324600929049625
2,4,55,0.4124459976990641
3,4,55,0.3000248947381775
1,5,55,0.33055949154601566
2,5,55,0.4115571542546209
3,5,55,0.2986595607192962
1,1,56,0.2677953065294675
2,1,56,0.33109797741740576
3,1,56,0.25104887698220046
1,2,56,0.2688951391862588
2,2,56,0.330115761779098
3,2,56,0.25146399021241206
1,3,56,0.2689466972221102
2,3,56,0.33033344409573395
3,3,56,0.2515285026885823
1,4,56,0.2698694532082833
2,4,56,0.33049094200786344
3,4,56,0.2520204946445223
1,5,56,0.2678010470493785
2,5,56,0.32981464732835375
3,5,56,0.25094354061972546
1,1,57,0.21857999990085314
2,1,57,0.26805374284571787
3,1,57,0.2130344859509642
1,2,57,0.21941310909463085
2,2,57,0.26731271884760227
3,2,57,0.21335563771270433
1,3,57,0.21945366729463422
2,3,57,0.2674773820139365
3,3,57,0.21340628025030994
1,4,57,0.22015640940073075
2,4,57,0.2675960500544134
3,4,57,0.21379129570068262
1,5,57,0.2185831916024541
2,5,57,0.2670862187211666
3,5,57,0.2129489565866426
1,1,58,0.18049241321908188
2,1,58,0.22017417033089343
3,1,58,0.1830419055497316
1,2,58,0.18111922714005044
2,2,58,0.21961769838375061
3,2,58,0.1832893036991504
1,3,58,0.18115065850784084
2,3,58,0.2197417095268217
3,3,58,0.1833287541927749
1,4,58,0.1816817647419867
2,4,58,0.21983066398373113
3,4,58,0.18362863794773435
1,5,58,0.18049396838250115
2,5,58,0.2194480708943153
3,5,58,0.1829729345450859
1,1,59,0.15126403315204318
2,1,59,0.1840121730142791
3,1,59,0.1595047922280485
1,2,59,0.15173458199336287
2,2,59,0.18359445482143857
3,2,59,0.15969521538872034
1,3,59,0.15175870642852723
2,3,59,0.18368782581100387
3,3,59,0.1597257998852401
1,4,59,0.15215886054578098
2,4,59,0.18375445612763266
3,4,59,0.15995904705468372
1,5,59,0.1512645916358849
2,5,59,0.18346743876711757
3,5,59,0.15944940878798627
1,1,60,0.12892376394443633
2,1,60,0.1567328527521823
3,1,60,0.14107243052680238
1,2,60,0.12927759393378216
2,2,60,0.15641831959466881
3,2,60,0.14121928746867965
1,3,60,0.1292960156895288
2,3,60,0.1564888406870394
3,3,60,0.14124293470446952
1,4,60,0.1295977663489475
2,4,60,0.15653889015761416
3,4,60,0.1414245827693908
1,5,60,0.1289237524153081
2,5,60,0.15632288994851257
3,5,60,0.14102804712675113
1,1,61,0.11185326409569867
2,1,61,0.13610798015762285
3,1,61,0.12663169954341522
1,2,61,0.11212058792699446
2,2,61,0.1358697943030702
3,2,61,0.12674541441653817
1,3,61,0.11213463371153375
2,3,61,0.1359233574231996
3,3,61,0.1267636725333056
1,4,61,0.1123630868757
2,4,61,0.13596115829986374
3,4,61,0.1269055982577929
1,5,61,0.11185295420721353
2,5,61,0.13579766435568336
3,5,61,0.12659614100508032
1,1,62,0.09877607218137947
2,1,62,0.12044048266460702
3,1,62,0.1152934730011777
1,2,62,0.09897943411146662
2,2,62,0.12025877791979986
3,2,62,0.11538200014041293
1,3,62,0.09899015517822468
2,3,62,0.12029975623087905
3,3,62,0.11539608491598263
1,4,62,0.09916419037595328
2,4,62,0.1203285124656457
3,4,62,0.11550748642746177
1,5,62,0.09877562929916468
2,5,62,0.12020383488085852
3,5,62,0.1152649565123484
1,1,63,0.08871252944226188
2,1,63,0.10846392713613243
3,1,63,0.10636189518828557
1,2,63,0.08886850521730075
2,2,63,0.10832415898542887
3,2,63,0.1064312365460533
1,3,63,0.08887671153656976
2,3,63,0.108355763477357
3,3,63,0.106442089774617
1,4,63,0.08901029869668972
2,4,63,0.10837781779998326
3,4,63,0.1065300052986102
1,5,63,0.08871204944747017
2,5,63,0.10828194233059535
